genres,app_name,release_date,tags,id,playtime_forever
"['RPG', 'Strategy']",Hinterland,2008,"['RPG', 'Strategy', 'Fantasy', 'Action RPG', 'Action', 'Singleplayer', 'City Builder']",17140,1
['Action'],Brothers in Arms: Hell's Highway™,2008,"['Action', 'World War II', 'FPS', 'Tactical', 'Singleplayer', 'Military', 'Story Rich', 'Shooter', 'Gore', 'Atmospheric', 'Strategy', 'First-Person', 'War', 'Multiplayer', 'Historical']",15390,468
"['Indie', 'Casual']",Gravitron 2,2008,['Arcade'],21300,5
['Racing'],Xpand Rally Xtreme,2006,"['Racing', 'Offroad']",3050,56
['Strategy'],Heroes of Might & Magic V: Hammers of Fate,2006,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy']",15380,0
['Action'],Brothers in Arms: Earned in Blood™,2005,"['Action', 'FPS', 'World War II', 'Tactical', 'Military', 'Strategy', 'Singleplayer']",19800,0
['Strategy'],Heroes of Might & Magic V: Tribes of the East,2007,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy', 'Multiplayer', 'Singleplayer', 'RPG']",15370,0
['Strategy'],The Settlers®: Rise Of An Empire Gold Edition,2008,"['Strategy', 'City Builder', 'Medieval', 'RTS', 'Singleplayer', 'Multiplayer']",19930,389
['Casual'],Brain Spa,2007,['Casual'],15350,0
['Action'],The Sum of All Fears,2002,"['Action', 'Tactical']",19810,17
['Casual'],Peggle™ Nights,2008,"['Casual', 'Puzzle', 'Singleplayer', '2D']",3540,2370
['Indie'],World of Goo,2008,"['Puzzle', 'Indie', 'Physics', 'Singleplayer', 'Great Soundtrack', 'Casual', '2D', 'Comedy', 'Cute', 'Building', 'Atmospheric', 'Funny', 'Satire', 'Touch-Friendly', 'Strategy', 'Classic', 'Surreal', 'Story Rich', 'Difficult', 'Family Friendly']",22000,0
"['Action', 'Simulation', 'Strategy']",X3: Terran Conflict,2008,"['Space', 'Simulation', 'Sci-fi', 'Sandbox', 'Strategy', 'Space Sim', 'Open World', 'Trading', 'Singleplayer', 'Economy', 'Action', 'Capitalism', 'Great Soundtrack', 'Moddable', '4X', 'Flight', 'Atmospheric', 'Multiplayer']",2820,0
['Action'],Mare Nostrum,2008,"['Action', 'World War II', 'FPS', 'Mod', 'Multiplayer', 'Free to Play', 'Realistic']",1230,0
"['Casual', 'Indie']",Spectraball,2008,"['Casual', 'Indie', 'Puzzle']",18300,204
"['Indie', 'Casual', 'Sports']",Galactic Bowling,2008,"['Indie', 'Casual', 'Sports', 'Bowling']",20200,137
"['Action', 'Adventure']",Bully: Scholarship Edition,2008,"['Open World', 'Action', 'Adventure', 'Third Person', 'Comedy', 'Singleplayer', 'Great Soundtrack', 'Funny', 'Classic', 'Sandbox', 'Dark Humor', 'Satire', 'Story Rich', 'Atmospheric', 'Exploration', 'Simulation', 'Controller', 'Mature', 'Multiplayer', 'First-Person']",12200,499
['Action'],Far Cry® 2: Fortune's Edition,2008,"['Open World', 'FPS', 'Action', 'Shooter', 'Singleplayer', 'First-Person', 'Multiplayer', 'Adventure', 'Sandbox', 'Stealth', 'Atmospheric', 'Survival', 'Level Editor', 'Realistic', 'Exploration', 'Story Rich', 'Great Soundtrack', 'Controller', 'Co-op', 'Strategy']",19900,69
"['Action', 'Indie', 'Strategy']",Space Trader: Merchant Marine,2008,"['Action', 'FPS', 'Space', 'Indie', 'Trading', 'Strategy', 'Sci-fi', 'First-Person', 'Shooter', 'Casual']",11240,178
['Simulation'],PRR Wagon Pack 01,2009,['Simulation'],256522,0
['Simulation'],"Class 421 London South East ""Jaffa Cake""",2009,['Simulation'],275144,0
['Simulation'],ATSF Wagon Pack 01,2009,['Simulation'],256521,0
['Simulation'],GP20 Union Pacific Add-on Livery,2009,['Simulation'],222569,0
['Simulation'],UK Van Wagon Pack,2009,['Simulation'],256535,0
['Simulation'],CSX SD70MAC Add-on Livery,2009,['Simulation'],256611,0
['Simulation'],CSX ES44AC Add-on Livery,2009,['Simulation'],256576,0
['Action'],Saints Row 2,2009,"['Open World', 'Action', 'Sandbox', 'Character Customization', 'Third-Person Shooter', 'Comedy', 'Co-op', 'Third Person', 'Singleplayer', 'Crime', 'Online Co-Op', 'Multiplayer', 'Co-op Campaign', 'Funny', 'Shooter', 'Replay Value', 'Female Protagonist', 'Great Soundtrack', 'Moddable', 'Adventure']",9480,0
['Action'],Dead Space,2008,"['Horror', 'Action', 'Sci-fi', 'Space', 'Third Person', 'Survival Horror', 'Atmospheric', 'Third-Person Shooter', 'Singleplayer', 'Gore', 'Shooter', 'Aliens', 'Dark', 'Futuristic', 'Story Rich', 'Silent Protagonist', 'Survival', 'Adventure', 'Zombies', 'RPG']",17470,0
['RPG'],Rise of the Argonauts,2008,"['RPG', 'Action', 'Adventure', 'Mythology', 'Hack and Slash', 'Third Person', 'Fantasy']",12770,0
"['Action', 'Adventure']",Mirror's Edge™,2009,"['Parkour', 'First-Person', 'Action', 'Female Protagonist', 'Singleplayer', 'Great Soundtrack', 'Adventure', 'Platformer', 'Atmospheric', 'Dystopian', 'Stylized', 'Sci-fi', 'Futuristic', 'FPS', 'Time Attack', 'Cyberpunk', 'Puzzle', 'Colorful', 'Classic', 'Short']",17410,53
"['Indie', 'Strategy']",Defense Grid: The Awakening,2008,"['Tower Defense', 'Strategy', 'Sci-fi', 'Indie', 'Singleplayer', 'Aliens', 'Futuristic', 'Touch-Friendly', 'Replay Value', 'Adventure', 'Controller']",18500,0
['Action'],F.E.A.R. 2: Project Origin,2009,"['Horror', 'FPS', 'Action', 'Singleplayer', 'Shooter', 'Bullet Time', 'Gore', 'Multiplayer', 'Psychological Horror', 'First-Person', 'Atmospheric', 'Sci-fi', 'Classic', 'Story Rich']",16450,0
"['Strategy', 'Indie']",Harvest: Massive Encounter,2008,"['Strategy', 'Indie', 'Tower Defense', 'Sci-fi', 'Singleplayer']",15400,98
"['Indie', 'Strategy']",Mayhem Intergalactic,2007,"['Indie', 'Strategy']",18600,0
"['Action', 'Indie']",Larva Mortus,2009,"['Action', 'Indie', 'Top-Down', 'Horror', 'Shooter', 'RPG', 'Zombies', 'Arcade', 'Top-Down Shooter', 'Singleplayer', '2D', 'Casual', 'Atmospheric', 'Retro', 'Adventure']",11340,0
['Strategy'],Knights of Honor,2005,"['Strategy', 'Medieval', 'Grand Strategy', 'RTS', 'War', 'Historical', 'Classic', 'Great Soundtrack']",25830,0
"['Action', 'Adventure', 'Strategy']",Ceville,2009,"['Adventure', 'Point & Click', 'Strategy', 'Action', 'Comedy', 'Villain Protagonist']",23460,0
['Strategy'],Empire: Total War™ - Special Forces Units & Bonus Content,2009,['Strategy'],10600,0
['Action'],Watchmen: The End is Nigh,2009,"['Action', 'Superhero', ""Beat 'em up"", 'Local Co-Op', 'Third Person', 'Fighting']",21010,3
"['Action', 'Adventure', 'Indie']",Penumbra Overture,2007,"['Horror', 'Adventure', 'First-Person', 'Indie', 'Survival Horror', 'Psychological Horror', 'Atmospheric', 'Singleplayer', 'Stealth', 'Story Rich', 'Action', 'Dark', 'Lovecraftian', 'Survival', 'Puzzle']",22180,289
['Action'],Unreal Tournament 3 Black,2007,"['FPS', 'Action', 'Multiplayer', 'Arena Shooter', 'Shooter', 'Sci-fi', 'Fast-Paced', 'First-Person', 'Competitive', 'Gore', 'Co-op', 'Great Soundtrack', 'Classic', 'Singleplayer', 'Team-Based', 'Adventure', 'Atmospheric', 'Moddable', 'Split Screen', 'Futuristic']",13210,28
['RPG'],Drakensang,2009,"['RPG', 'Fantasy', 'Party-Based RPG', 'Real-Time with Pause', 'Atmospheric', 'Adventure', 'Singleplayer', 'CRPG', 'Dark Fantasy', 'Third Person', 'Story Rich', 'Character Customization']",12640,0
"['Indie', 'Simulation']",The Graveyard,2008,"['Walking Simulator', 'Indie', 'Short', 'Female Protagonist', 'Atmospheric', 'Simulation', 'Psychological', 'Memes', 'Horror', 'Singleplayer', 'Anime']",27020,0
['Racing'],Burnout Paradise: The Ultimate Box,2009,"['Racing', 'Open World', 'Multiplayer', 'Destruction', 'Great Soundtrack', 'Driving', 'Singleplayer', 'Arcade', 'Exploration', 'Sandbox', 'Action', 'Co-op', 'Controller', 'Sports', 'Fast-Paced', '3D Vision', 'Third Person', 'Funny', 'Online Co-Op', 'Simulation']",24740,0
"['Action', 'Indie']",The Maw,2009,"['Indie', 'Platformer', 'Cute', 'Action', 'Puzzle', 'Casual', 'Comedy', '3D Platformer']",26000,0
"['Action', 'Indie']",The Maw: River Redirect,2009,"['Action', 'Indie']",26006,0
"['Action', 'Indie']",The Maw: Brute Force,2009,"['Action', 'Indie']",26005,0
"['Casual', 'Indie']",Obulis,2009,"['Puzzle', 'Casual', 'Indie', 'Physics', 'Singleplayer', 'Strategy', 'Atmospheric', 'Great Soundtrack']",11330,0
['Indie'],Space Giraffe,2009,"['Psychedelic', 'Arcade', 'Score Attack', 'Abstract']",27800,6
"['Simulation', 'Strategy']",Codename: Panzers - Cold War,2009,"['Strategy', 'Simulation', 'RTS', 'Multiplayer', 'Singleplayer', 'War', 'Great Soundtrack', 'Atmospheric', 'Cult Classic', 'Tactical', 'Classic', 'Cold War']",9850,28
['Casual'],Escape Rosecliff Island,2009,"['Casual', 'Hidden Object', 'Puzzle', 'Adventure']",3600,26
"['RPG', 'Massively Multiplayer']",Guild Wars Nightfall,2006,"['RPG', 'Massively Multiplayer']",29580,0
"['RPG', 'Massively Multiplayer']",Guild Wars,2005,"['RPG', 'Massively Multiplayer', 'Fantasy', 'Story Rich']",29540,0
"['RPG', 'Massively Multiplayer']",Guild Wars Factions,2006,"['Massively Multiplayer', 'RPG']",29560,0
"['Massively Multiplayer', 'RPG']",Guild Wars Trilogy,2008,"['RPG', 'Massively Multiplayer', 'MMORPG', 'PvP']",29570,0
['Casual'],Puzzle Kingdoms,2009,"['Casual', 'Puzzle', 'Match 3', 'RPG', 'Fantasy', 'Singleplayer']",23700,164
['Casual'],Samantha Swift and the Golden Touch,2009,"['Casual', 'Hidden Object', 'Adventure', 'Female Protagonist']",16060,0
['RPG'],Two Worlds Epic Edition,2009,"['RPG', 'Open World', 'Fantasy', 'Multiplayer', 'Third Person', 'Adventure', 'Singleplayer', 'Action', 'Medieval', 'Action RPG', 'Story Rich', 'Character Customization']",1930,0
['Strategy'],Helldorado,2009,"['Strategy', 'Western']",18470,0
"['Action', 'Adventure', 'RPG']",X-Blades,2009,"['Action', 'Hack and Slash', 'Female Protagonist', 'RPG', 'Anime', 'Adventure', 'Nudity', 'Singleplayer', 'Fantasy', 'Violent', 'Character Action Game', 'Third Person', 'Great Soundtrack']",7510,0
"['Action', 'Indie']",Zeno Clash,2009,"['Action', 'Indie', 'Surreal', ""Beat 'em up"", 'FPS', 'Fighting', 'First-Person', 'Short', 'Singleplayer', 'Adventure', 'Fantasy', 'Atmospheric', 'Story Rich']",22200,252
['Indie'],The Maw: Speeder Lane,2009,['Indie'],26007,0
"['RPG', 'Strategy']",King's Bounty: The Legend,2008,"['RPG', 'Strategy', 'Turn-Based Strategy', 'Fantasy', 'Turn-Based', 'Adventure', 'Hex Grid', 'Tactical', 'Tactical RPG', 'Singleplayer', 'Atmospheric', 'Turn-Based Combat', 'Great Soundtrack', 'Classic', 'Open World']",25900,52
"['Casual', 'Simulation']",Virtual Families,2009,"['Simulation', 'Casual']",16200,1278
['Racing'],Death Track®: Resurrection,2009,"['Racing', 'Action']",7840,0
"['RPG', 'Strategy']",Freedom Force vs. the Third Reich,2005,"['RPG', 'Strategy', 'Superhero', 'Real-Time with Pause']",8890,0
"['RPG', 'Strategy']",Freedom Force,2002,"['RPG', 'Strategy', 'Superhero', 'Real-Time with Pause', 'Singleplayer', 'Comic Book', 'Classic', 'Multiplayer', 'Tactical']",8880,0
"['Indie', 'Simulation', 'Strategy']",Light of Altair,2009,"['Strategy', 'Indie', 'Simulation', 'Space', 'Sci-fi']",34500,0
"['Action', 'Simulation']",Darkest Hour: Europe '44-'45,2009,"['World War II', 'FPS', 'Action', 'Shooter', 'Simulation', 'Tactical', 'Multiplayer', 'Realistic', 'War', 'Mod', 'Free to Play', 'Historical']",1280,11
"['Action', 'Adventure']",Prototype™,2009,"['Action', 'Open World', 'Adventure', 'Third Person', 'Gore', 'Singleplayer', 'Parkour', 'Superhero', 'Zombies', 'Hack and Slash', 'Action-Adventure', 'Violent', 'Sci-fi', 'Sandbox', 'Story Rich', 'Stealth', 'RPG', 'Atmospheric', 'Controller', 'Horror']",10150,232
"['Adventure', 'Indie']",Blueberry Garden,0,"['Adventure', 'Indie', 'Short', 'Puzzle']",29160,0
['Strategy'],Port Royale 2,2004,"['Strategy', 'Trading', 'Pirates', 'Economy', 'Historical', 'Naval']",12470,89
['RPG'],The Elder Scrolls IV: Oblivion® Game of the Year Edition,2007,"['Open World', 'RPG', 'Fantasy', 'Singleplayer', 'Moddable', 'First-Person', 'Exploration', 'Adventure', 'Great Soundtrack', 'Action', 'Magic', 'Sandbox', 'Character Customization', 'Atmospheric', 'Story Rich', 'Medieval', 'Action RPG', 'Classic', 'Third Person', 'Dark Fantasy']",22330,0
['RPG'],The Elder Scrolls III: Morrowind® Game of the Year Edition,2002,"['RPG', 'Open World', 'Fantasy', 'Classic', 'Great Soundtrack', 'Moddable', 'First-Person', 'Adventure', 'Singleplayer', 'Cult Classic', 'Atmospheric', 'Magic', 'Sandbox', 'Exploration', 'Story Rich', 'Action RPG', 'Character Customization', 'Medieval', 'Action', 'Third Person']",22320,62
['Adventure'],Ankh 2: Heart of Osiris,2007,"['Adventure', 'Point & Click', 'Comedy']",12440,0
['Simulation'],Armored Fist 3,1999,"['Simulation', 'Tanks']",32710,6
['Simulation'],MiG-29 Fulcrum,1998,"['Simulation', 'Flight']",32740,11
['Strategy'],BC Kings,2008,"['Strategy', 'RTS']",12460,0
['Action'],Call of Juarez®: Bound in Blood,2009,"['Western', 'Action', 'FPS', 'Singleplayer', 'Adventure', 'Shooter', 'Multiplayer', 'First-Person', 'Open World', 'Story Rich', 'Historical', 'Atmospheric', 'Bullet Time', 'Great Soundtrack']",21980,146
['Adventure'],Nancy Drew®: Legend of the Crystal Skull,2007,"['Adventure', 'Point & Click', 'Mystery', 'Female Protagonist', 'Puzzle', 'Detective']",31860,0
['Adventure'],Nancy Drew®: The Creature of Kapu Cave,2006,"['Adventure', 'Female Protagonist', 'Point & Click', 'Mystery', 'Puzzle']",31900,0
['Adventure'],Nancy Drew®: The Phantom of Venice,2008,"['Adventure', 'Point & Click', 'Puzzle', 'Mystery', 'Female Protagonist', 'Detective']",31920,90
['Adventure'],Nancy Drew®: The White Wolf of Icicle Creek,2007,"['Adventure', 'Point & Click', 'Mystery', 'Female Protagonist', 'Puzzle', 'Detective']",31930,693
"['Casual', 'Indie']",BRAINPIPE: A Plunge to Unhumanity,2008,"['Casual', 'Indie', 'Psychedelic']",35800,0
['Adventure'],Tales of Monkey Island Complete Pack,2009,"['Adventure', 'Point & Click', 'Pirates', 'Comedy', 'Episodic', 'Puzzle', 'Singleplayer', 'Funny']",31170,0
['Action'],Street Fighter® IV,2009,"['Fighting', 'Action', 'Arcade', 'Multiplayer', 'Local Multiplayer', '2D Fighter', ""Beat 'em up"", '2.5D', 'Competitive', '2D']",21660,306
"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",Thrillville®: Off the Rails™,2007,"['Simulation', 'Action', 'Strategy', 'Adventure', 'Racing', 'Management', 'Singleplayer']",6080,610
['Adventure'],Indiana Jones® and the Fate of Atlantis™,1992,"['Adventure', 'Point & Click', 'Classic', 'Singleplayer', ""1990's"", 'Pixel Graphics', 'Retro', 'Third Person']",6010,0
['Action'],Armed and Dangerous®,2003,"['Action', 'Third-Person Shooter', 'Comedy', 'Funny', 'Classic', 'Shooter']",6090,26
['Action'],"Star Wars: Battlefront 2 (Classic, 2005)",2005,"['Star Wars', 'Action', 'Multiplayer', 'Third-Person Shooter', 'Shooter', 'Sci-fi', 'Space', 'Classic', 'FPS', 'First-Person', 'Singleplayer', 'Moddable', 'Third Person', 'Military', 'Tactical', 'Strategy', 'Co-op', 'Great Soundtrack', 'Adventure', 'Open World']",6060,135
['Adventure'],Indiana Jones® and the Last Crusade™,1989,"['Adventure', 'Point & Click', 'Classic', 'Pixel Graphics', '1980s', 'Difficult', 'Third Person', 'Retro']",32310,412
"['Action', 'Adventure']",LEGO® Indiana Jones™: The Original Adventures,2008,"['Adventure', 'Action', 'LEGO', 'Family Friendly', 'Local Co-Op', 'Comedy', 'Funny']",32330,266
['Adventure'],The Secret of Monkey Island: Special Edition,2009,"['Point & Click', 'Adventure', 'Comedy', 'Pirates', 'Classic', 'Remake', 'Funny', 'Singleplayer', 'Pixel Graphics', 'Puzzle', '2D', ""1990's"", 'Great Soundtrack', 'Story Rich', 'Third Person', 'Retro']",32360,9
['Strategy'],Warfare,2008,"['Strategy', 'RTS']",35300,8
"['Action', 'Racing']",Clutch,2009,"['Racing', 'Action', 'Zombies', 'Open World', 'Gore', 'Singleplayer']",35310,0
['Adventure'],Nancy Drew®: Ransom of the Seven Ships,2009,"['Adventure', 'Point & Click', 'Puzzle', 'Mystery', 'Female Protagonist', 'Detective']",31980,0
['Sports'],3D Ultra™ Minigolf Adventures,2006,"['Sports', 'Mini Golf', 'Golf', 'Local Multiplayer']",10140,106
['Adventure'],King's Quest™ Collection,2006,"['Adventure', 'Point & Click', 'Classic', 'Fantasy', 'Retro', 'Pixel Graphics', ""1990's"", '1980s', 'Female Protagonist']",10100,0
['Action'],TimeShift™,2007,"['Action', 'FPS', 'Time Manipulation', 'Sci-fi', 'First-Person', 'Shooter', 'Atmospheric', 'Singleplayer', 'Bullet Time', 'Multiplayer', 'Classic', 'Futuristic', 'Time Travel']",10130,0
['Adventure'],Space Quest™ Collection,2006,"['Adventure', 'Point & Click', 'Classic', 'Comedy', 'Sci-fi', 'Space', 'Retro', 'Pixel Graphics', ""1990's"", '1980s', 'Third Person']",10110,0
['Action'],Killing Floor Outbreak Character Pack,2009,['Action'],1256,0
"['Action', 'Casual']",Aces of the Galaxy™,2008,"['Action', 'Casual', 'Space', 'On-Rails Shooter']",10120,5
"['Simulation', 'Strategy']",Tropico Reloaded,2009,"['Simulation', 'City Builder', 'Strategy', 'Management', 'Classic', 'Sandbox', 'Singleplayer', 'Comedy', 'Pirates', 'Great Soundtrack']",33520,0
['Casual'],Mystery P.I. - Lost in Los Angeles,2009,"['Casual', 'Hidden Object']",3610,12
['Action'],Bionic Commando: Rearmed,2008,"['Action', 'Platformer', 'Remake', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', '2D', 'Retro', 'Co-op', '2.5D', '4 Player Local', 'Arcade']",21680,0
"['Action', 'Adventure']",Bionic Commando,2009,"['Action', 'Adventure', 'Third Person', 'Great Soundtrack', 'Singleplayer', 'Multiplayer', 'Third-Person Shooter', 'Shooter']",21670,0
['Action'],Watchmen: The End is Nigh Part 2,2009,"['Action', 'Superhero', ""Beat 'em up""]",21030,0
"['Action', 'Indie']",Foreign Legion: Buckets of Blood,2009,"['Action', 'Indie', 'Third Person', 'Shooter']",36000,0
"['Adventure', 'RPG']",STAR WARS™ - Knights of the Old Republic™,2003,"['RPG', 'Star Wars', 'Sci-fi', 'Story Rich', 'Singleplayer', 'Classic', 'Party-Based RPG', 'Adventure', 'Real-Time with Pause', 'Third Person', 'Action', 'Choices Matter', 'Exploration', 'Fantasy', 'Atmospheric', 'Turn-Based', 'Space', 'Moddable', 'Great Soundtrack', 'Female Protagonist']",32370,26
"['Indie', 'Casual']",Osmos,2009,"['Indie', 'Casual', 'Puzzle', 'Singleplayer', 'Relaxing', 'Physics', 'Great Soundtrack', 'Strategy', 'Difficult', '2D', 'Atmospheric']",29180,0
['RPG'],Fallout 2: A Post Nuclear Role Playing Game,1998,"['RPG', 'Post-apocalyptic', 'Classic', 'Open World', 'Isometric', 'Turn-Based', 'Turn-Based Combat', 'Singleplayer', 'Sci-fi', 'Atmospheric', 'Story Rich', 'Great Soundtrack', 'Retro', 'Exploration', 'Adventure', 'Replay Value', 'Dark Humor', 'Sandbox', '2D', 'CRPG']",38410,0
['Strategy'],Fallout Tactics: Brotherhood of Steel,2001,"['Post-apocalyptic', 'Strategy', 'RPG', 'Turn-Based', 'Tactical', 'Isometric', 'Sci-fi', 'Classic', 'Singleplayer', 'Turn-Based Strategy', 'Open World', 'Real-Time with Pause', 'Action', 'Atmospheric', 'Tactical RPG', 'Multiplayer', 'Turn-Based Tactics', 'CRPG', 'Story Rich']",38420,1
['Action'],Kingpin — Life of Crime,1999,"['Action', 'FPS', 'Singleplayer', 'Crime', 'Classic', 'Gore', 'Multiplayer', 'First-Person', 'Violent', 'Shooter', ""1990's""]",38430,551
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009,['Adventure'],31180,0
['Casual'],Jewel Quest Pack,2009,"['Casual', 'Match 3', 'Puzzle']",37960,0
['Casual'],Mahjong Quest Collection,2009,"['Casual', 'Puzzle']",38000,0
"['Adventure', 'Indie']","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009,"['Point & Click', 'Adventure', 'Indie', 'Comedy', 'Time Travel', 'Singleplayer', '2D', 'Hand-drawn', 'Funny']",37400,0
['Action'],Tom Clancy's Splinter Cell Chaos Theory®,2005,"['Stealth', 'Action', 'Third Person', 'Co-op', 'Classic', 'Great Soundtrack', 'Atmospheric', 'Singleplayer', 'Multiplayer', 'Tactical', 'Shooter', 'Story Rich', 'Third-Person Shooter', 'Adventure']",13570,0
['Strategy'],XIII Century – Gold Edition,2009,"['Strategy', 'Medieval', 'RTS']",34420,0
['Simulation'],World of Zoo,2009,"['Simulation', 'Family Friendly']",43100,0
"['Action', 'Adventure']",Mini Ninjas,2009,"['Adventure', 'Action', 'Ninja', 'Stealth', 'Cute', 'Singleplayer', '3D Platformer', 'Platformer', 'Third Person', 'Family Friendly', 'Multiplayer', 'Funny', 'Open World', 'Controller', 'Co-op', 'Great Soundtrack']",35000,16
"['Adventure', 'Casual', 'Indie']",Windosill,2009,"['Casual', 'Point & Click', 'Indie', 'Short', 'Puzzle', 'Adventure', 'Surreal', 'Family Friendly', 'Atmospheric', 'Singleplayer', 'Cute']",37600,44
['Simulation'],Train Simulator: Colton & Northern Route Add-On,2009,"['Simulation', 'Trains', 'Co-op', 'Open World', 'Sandbox', 'Physics', 'Atmospheric', 'Realistic', 'Family Friendly', 'TrackIR']",24029,0
